"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
21202016,2120,2016,"CT0000200","CT0000200","","N","N",,"I","ANSONIA","ANSONIA PD","Ansonia","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",18776,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",39,2,41,3,5,8,0,0,01-JAN-98,01-MAR-01,,,,,"N","NEW HAVEN","New Haven-Milford, CT","Y","Y","Y"
21212016,2121,2016,"CT0000400","CT0000400","","N","N",,"I","AVON","AVON PD","Avon","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",18464,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",28,1,29,4,8,12,0,0,01-JAN-98,01-FEB-10,,,,,"N","HARTFORD","Hartford-East Hartford-MIddletown, CT","Y","Y","Y"
21232016,2123,2016,"CT0000700","CT0000700","","N","N",,"I","BERLIN","BERLIN PD","Berlin","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",20695,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",38,6,44,4,7,11,0,0,01-JAN-98,01-FEB-00,,,,,"N","HARTFORD","Hartford-East Hartford-MIddletown, CT","Y","Y","Y"
21242016,2124,2016,"CT0000900","CT0000900","","N","N",,"I","BETHEL","BETHEL PD","Bethel","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",19712,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",31,7,38,6,6,12,0,0,01-JAN-98,01-AUG-98,,,,,"N","FAIRFIELD","Bridgeport-Stamford-Norwalk, CT","Y","Y","Y"
21252016,2125,2016,"CT0001100","CT0001100","","N","N",,"I","BLOOMFIELD","BLOOMFIELD PD","Bloomfield","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",20801,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",38,3,41,9,9,18,0,0,01-JAN-98,01-OCT-05,,,,,"N","HARTFORD","Hartford-East Hartford-MIddletown, CT","Y","Y","Y"
21262016,2126,2016,"CT0001400","CT0001400","","N","N",,"I","BRANFORD","BRANFORD PD","Branford","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",28168,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",45,6,51,4,7,11,0,0,01-JAN-98,01-JAN-98,,,,,"N","NEW HAVEN","New Haven-Milford, CT","Y","Y","Y"
21282016,2128,2016,"CT0001700","CT0001700","","N","N",,"I","BRISTOL","BRISTOL PD","Bristol","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",60445,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","N",7,"3","Cities from 50,000 thru 99,000","3","Cities from 50,000 thru 99,000","N",2,"R","Y",114,13,127,4,12,16,0,0,01-JAN-98,01-JAN-11,,,,,"N","HARTFORD","Hartford-East Hartford-MIddletown, CT","Y","Y","Y"
21292016,2129,2016,"CT0001800","CT0001800","","N","N",,"I","BROOKFIELD","BROOKFIELD PD","Brookfield","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",17278,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",33,6,39,0,4,4,0,0,01-JAN-98,01-AUG-06,,,,,"N","FAIRFIELD","Bridgeport-Stamford-Norwalk, CT","Y","Y","Y"
21302016,2130,2016,"CT0002300","CT0002300","","N","N",,"I","CANTON","CANTON PD COLLINSVILLE","Canton","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",10337,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",15,4,19,0,1,1,0,0,01-JAN-98,01-NOV-06,,,,,"N","HARTFORD","Hartford-East Hartford-MIddletown, CT","Y","Y","Y"
21312016,2131,2016,"CT0002500","CT0002500","","N","N",,"I","CHESHIRE","CHESHIRE PD","Cheshire","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",29259,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",41,6,47,6,6,12,0,0,01-JAN-98,01-APR-98,,,,,"N","NEW HAVEN","New Haven-Milford, CT","Y","Y","Y"
