year,state_name,state_abbr,agency_id,agency_ori,agency_name,agency_population,population_group_code,population_group,reported,months_reported,nibrs_reported,nibrs_months_reported,covered,participated,nibrs_participated
2007,Arizona,AZ,880,AZ0100600,Ajo,0,7,"Cities under 2,500",0,0,0,0,1,1,0
2007,Arizona,AZ,932,AZDI06500,Ak-Chin Tribal,0,7,"Cities under 2,500",0,11,0,0,0,0,0
2007,Arizona,AZ,801,AZ0010000,Apache,61575,8B,"Non-MSA counties from 25,000 thru 99,999",1,12,0,0,0,1,0
2007,Arizona,AZ,895,AZ0111300,Apache Junction,30925,4,"Cities from 25,000 thru 49,999",1,12,1,12,0,1,1
2007,Arizona,AZ,924,AZCCHPX00,Arizona Department of Public Safety,0,8D,"Non-MSA counties under 10,000",1,12,0,0,0,1,0
2007,Arizona,AZ,856,AZ0074400,Arizona State Capitol,0,7,"Cities under 2,500",0,0,0,0,0,0,0
2007,Arizona,AZ,858,AZ0078800,Arizona State University: East,0,7,"Cities under 2,500",0,0,0,0,1,1,0
2007,Arizona,AZ,860,AZ0079700,Arizona State University: Main Campus,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2007,Arizona,AZ,857,AZ0075700,Arizona State University: West,0,7,"Cities under 2,500",0,0,0,0,1,1,0
2007,Arizona,AZ,919,AZ0149700,Arizona Western College,0,7,"Cities under 2,500",0,0,0,0,0,0,0
2007,Arizona,AZ,837,AZ0070100,Avondale,83487,3,"Cities from 50,000 thru 99,000",1,12,0,0,0,1,0
2007,Arizona,AZ,807,AZ0020100,Benson,4913,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2007,Arizona,AZ,808,AZ0020300,Bisbee,6077,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2007,Arizona,AZ,838,AZ0070300,Buckeye,34618,4,"Cities from 25,000 thru 49,999",1,12,0,0,0,1,0
2007,Arizona,AZ,865,AZ0080500,Bullhead City,41209,4,"Cities from 25,000 thru 49,999",1,12,0,0,0,1,0
2007,Arizona,AZ,910,AZ0131300,Camp Verde,10780,5,"Cities from 10,000 thru 24,999",1,12,0,0,0,1,0
2007,Arizona,AZ,888,AZ0110100,Casa Grande,35951,4,"Cities from 25,000 thru 49,999",1,12,0,0,0,1,0
2007,Arizona,AZ,898,AZ0119700,Central Arizona College,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2007,Arizona,AZ,839,AZ0070500,Chandler,250868,1C,"Cities from 250,000 thru 499,999",1,12,0,0,0,1,0
2007,Arizona,AZ,909,AZ0131200,Chino Valley,10886,5,"Cities from 10,000 thru 24,999",1,12,0,0,0,1,0
2007,Arizona,AZ,903,AZ0130100,Clarkdale,3904,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2007,Arizona,AZ,834,AZ0060100,Clifton,2285,7,"Cities under 2,500",1,12,0,0,0,1,0
2007,Arizona,AZ,806,AZ0020000,Cochise,50636,8B,"Non-MSA counties from 25,000 thru 99,999",1,12,0,0,0,1,0
2007,Arizona,AZ,814,AZ0030000,Coconino,53040,9B,"MSA counties from 25,000 thru 99,999",1,12,0,0,0,1,0
2007,Arizona,AZ,915,AZ0140700,Cocopah Tribal,0,7,"Cities under 2,500",1,12,0,0,0,1,0
